word,pos,pronunciation,meaning_cn,difficulty,tags,examples
vegetarian,n/adj,/ˌvedʒəˈteəriən/,素食者,4,高频|六级,She is a vegetarian.
vegetation,n,/ˌvedʒəˈteɪʃn/,植被,5,高频|六级,The vegetation is dense.
vehicle,n,/ˈviːəkl/,车辆,3,高频|四级,The vehicle is fast.
veil,n/v,/veɪl/,面纱,4,高频|六级,She lifted her veil.
vein,n,/veɪn/,静脉,5,高频|六级,Blood flows in the veins.
velvet,n,/ˈvelvɪt/,天鹅绒,4,高频|六级,The dress is made of velvet.
vendor,n,/ˈvendər/,小贩,5,高频|六级,The vendor sold flowers.
venture,n/v,/ˈventʃər/,冒险,4,高频|六级,He started a new venture.
verb,n,/vɜːrb/,动词,3,高频|四级,Identify the verb.
verbal,adj,/ˈvɜːrbəl/,口头的,4,高频|六级,Give verbal instructions.
verge,n/v,/vɜːrdʒ/,边缘,5,高频|六级,She was on the verge of tears.
verify,v,/ˈverɪfaɪ/,核实,5,高频|六级,Verify the information.
verse,n,/vɜːrs/,诗,4,高频|六级,He wrote a verse.
version,n,/ˈvɜːrʒn/,版本,4,高频|六级,This is the latest version.
versus,prep,/ˈvɜːrsəs/,对,5,高频|六级,It's a match versus the champions.
vertical,adj,/ˈvɜːrtɪkl/,垂直的,4,高频|六级,The wall is vertical.
very,adv,/ˈveri/,非常,1,高频|高考,Very good!
vessel,n,/ˈvesl/,船只、船只、容器,5,高频|六级,The vessel is huge.
vet,n/v,/vet/,兽医、兽医、审查,4,高频|六级,Take the dog to the vet.
veteran,n,/ˈvetərən/,老兵,4,高频|六级,The veteran was honored.
via,prep,/ˈvaɪə/,通过,4,高频|六级,Send it via email.
vibrate,v,/vaɪˈbreɪt/,振动,4,高频|六级,The phone vibrates.
vice,n,/vaɪs/,恶习,5,高频|六级,He has many vices.
vicious,adj,/ˈvɪʃəs/,恶毒的,5,高频|六级,The dog is vicious.
victim,n,/ˈvɪktɪm/,受害者,4,高频|六级,The victim was rescued.
victor,n,/ˈvɪktər/,胜利者,5,高频|六级,The victor celebrated.
victory,n,/ˈvɪktəri/,胜利,3,高频|四级,We won the victory.
video,n/v,/ˈvɪdioʊ/,视频,1,高频|高考,Watch the video.
view,n/v,/vjuː/,看法、看法,3,高频,In my view  it's correct.
viewer,n,/ˈvjuːər/,观众,4,高频|六级,The viewers gave feedback.
viewpoint,n,/ˈvjuːpɔɪnt/,观点,4,高频|六级,From this viewpoint...
vigorous,adj,/ˈvɪɡərəs/,精力充沛的,5,高频|六级,He is a vigorous old man.
village,n,/ˈvɪlɪdʒ/,村庄,2,高频|四级,The village is peaceful.
villager,n,/ˈvɪlɪdʒər/,村民,3,高频|四级,The villagers are friendly.
vine,n,/vaɪn/,藤,3,高频|四级,Grapes grow on vines.
vinegar,n,/ˈvɪnɪɡər/,醋,3,高频|四级,Add vinegar to the salad.
violate,v,/ˈvaɪəleɪt/,违反,5,高频|六级,Violate the rule.
violation,n,/ˌvaɪəˈleɪʃn/,违反,5,高频|六级,This is a violation of the law.
violence,n,/ˈvaɪələns/,暴力,4,高频|六级,Violence is not the answer.
violent,adj,/ˈvaɪələnt/,暴力的,4,高频|六级,The storm was violent.
violet,n/adj,/ˈvaɪələt/,紫罗兰,3,高频|四级,Violet is her favorite color.
violin,n,/ˌvaɪəˈlɪn/,小提琴,3,高频|四级,She plays the violin.
virgin,n/adj,/ˈvɜːrdʒɪn/,处女,4,高频|六级,The virgin forest is untouched.
virtual,adj,/ˈvɜːrtʃuəl/,虚拟的,4,高频|六级,Virtual reality is popular.
virtue,n,/ˈvɜːrtʃuː/,美德,5,高频|六级,Patience is a virtue.
virus,n,/ˈvaɪrəs/,病毒,4,高频|六级,The virus is spreading.
visa,n,/ˈviːzə/,签证,3,高频|四级|旅行,Apply for a visa.
visible,adj,/ˈvɪzəbl/,可见的,3,高频|四级,The stars are visible.
vision,n,/ˈvɪʒn/,视力、视力、愿景,4,高频|六级,She has a clear vision.
visit,n/v,/ˈvɪzɪt/,访问,1,高频|高考,Visit us soon.
visitor,n,/ˈvɪzɪtər/,访客,3,高频|四级,The visitors arrived.
visual,adj,/ˈvɪʒuəl/,视觉的,4,高频|六级,The visual effects are good.
vital,adj,/ˈvaɪtl/,至关重要的,4,高频|六级|雅思,Water is vital for life.
vitamin,n,/ˈvaɪtəmɪn/,维生素,4,高频|六级,Take your vitamins.
vivid,adj,/ˈvɪvɪd/,生动的,4,高频|六级,She has vivid memories.
vocabulary,n,/voʊˈkæbjəleri/,词汇,3,高频|四级,Build your vocabulary.
vocal,adj,/ˈvoʊkl/,声音的,4,高频|六级,She is a vocal critic.
voice,n/v,/vɔɪs/,声音,2,高频|四级,She has a beautiful voice.
void,adj/n,/vɔɪd/,空的,4,高频|六级,The contract is void.
volcano,n,/vɒlˈkeɪnoʊ/,火山,4,高频|六级,The volcano erupted.
volume,n,/ˈvɒljuːm/,音量、音量、体积,3,高频|四级,Turn down the volume.
voluntary,adj,/ˈvɒləntəri/,自愿的,4,高频|六级,Participation is voluntary.
volunteer,n/v,/ˌvɒlənˈtɪər/,志愿者,4,高频|六级,She is a volunteer.
vote,n/v,/voʊt/,投票,3,高频|四级,Cast your vote.
voter,n,/ˈvoʊtər/,选民,4,高频|六级,Voters went to the polls.
voucher,n,/ˈvaʊtʃər/,代金券,4,高频|六级|商务,Use the voucher for a discount.
vow,n/v,/vaʊ/,誓言,4,高频|六级,They made a vow.
voyage,n,/ˈvɔɪɪdʒ/,航行,4,高频|六级|旅行,They went on a long voyage.
vulnerable,adj,/ˈvʌlnərəbl/,脆弱的,5,高频|六级|雅思,Children are vulnerable.
wage,n/v,/weɪdʒ/,工资,4,高频|六级|商务,The wage is low.
wagon,n,/ˈwæɡən/,马车,4,高频|六级,The wagon was loaded with goods.
waist,n,/weɪst/,腰,3,高频|四级,She has a small waist.
wait,v/n,/weɪt/,等待,1,高频|高考,Wait for me.
waiter,n,/ˈweɪtər/,服务员,2,高频|四级,Call the waiter.
waiting,adj,/ˈweɪtɪŋ/,等待的,2,高频|四级,The waiting room is full.
waitress,n,/ˈweɪtrəs/,女服务员,2,高频|四级,The waitress brought the menu.
wake,v,/weɪk/,醒来,1,高频|高考,I wake up early.
walk,n/v,/wɔːk/,走路,1,高频|高考,Let's take a walk.
wall,n/v,/wɔːl/,墙,1,高频|高考,Paint the wall.
wallet,n,/ˈwɒlɪt/,钱包,2,高频|四级,He lost his wallet.
walnut,n,/ˈwɔːlnʌt/,核桃,3,高频|四级,She likes walnuts.
wander,v,/ˈwɒndər/,漫步,4,高频|六级,We wandered through the streets.
want,v,/wɒnt/,想要,1,高频|高考,I want to go home.
war,n,/wɔːr/,战争,3,高频|四级,The war ended.
ward,n,/wɔːrd/,病房,4,高频|六级,The patient is in the ward.
warden,n,/ˈwɔːrdn/,看守人,5,高频|六级,The warden checked the cells.
wardrobe,n,/ˈwɔːrdroʊb/,衣柜,3,高频|四级,She has a large wardrobe.
warehouse,n,/ˈweərhaʊs/,仓库,4,高频|六级,The goods are in the warehouse.
warfare,n,/ˈwɔːrfeər/,战争,5,高频|六级,Modern warfare is different.
warm,adj/v,/wɔːrm/,温暖的,2,高频|四级,The soup is warm.
warmth,n,/wɔːrmθ/,温暖,3,高频|四级,The warmth of the sun.
warn,v,/wɔːrn/,警告,3,高频|四级,He warned me of the danger.
warning,n,/ˈwɔːrnɪŋ/,警告,3,高频|四级,Heed the warning.
warrant,n/v,/ˈwɒrənt/,正当理由,5,高频|六级,There is no warrant for concern.
warrior,n,/ˈwɒriər/,战士,5,高频|六级,The warrior was brave.
wash,v/n,/wɒʃ/,洗,1,高频|高考,Wash your hands.
washer,n,/ˈwɒʃər/,洗衣机,3,高频|四级,The washer is broken.
washing,n,/ˈwɒʃɪŋ/,洗涤,2,高频|四级,Do the washing.
wasp,n,/wɒsp/,黄蜂,4,高频|六级,The wasp stung me.
waste,n/v/adj,/weɪst/,浪费,3,高频|四级,Don't waste food.
watch,v/n,/wɒtʃ/,观看、观看、手表,1,高频|高考,Watch the movie.
water,n/v,/ˈwɔːtər/,水,1,高频|高考,Drink water.
waterfall,n,/ˈwɔːtərfɔːl/,瀑布,3,高频|四级,The waterfall is beautiful.
watermelon,n,/ˈwɔːtərmelən/,西瓜,3,高频|四级,Slice the watermelon.
waterproof,adj,/ˈwɔːtərpruːf/,防水的,4,高频|六级,The jacket is waterproof.
waterway,n,/ˈwɔːtərweɪ/,水路,5,高频|六级,The waterway is busy.
wave,n/v,/weɪv/,波浪、波浪、挥手,3,高频|四级,Wave at the camera.
wax,n/v,/wæks/,蜡,4,高频|六级,The candle is made of wax.
way,n,/weɪ/,方式,1,高频|高考,This is the way.
we,pron,/wiː/,我们,1,高频|高考,We are friends.
weak,adj,/wiːk/,虚弱的,2,高频|四级,He feels weak.
weaken,v,/ˈwiːkən/,削弱,4,高频|六级,The disease weakened him.
weakness,n,/ˈwiːknəs/,弱点,4,高频|六级,Everyone has weaknesses.
wealth,n,/welθ/,财富,4,高频|六级,Health is wealth.
wealthy,adj,/ˈwelθi/,富有的,4,高频|六级,He comes from a wealthy family.
weapon,n,/ˈwepən/,武器,4,高频|六级,The weapon is dangerous.
wear,v,/weər/,穿,1,高频|高考,Wear a jacket.
weary,adj,/ˈwɪəri/,疲倦的,5,高频|六级,She looked weary.
weather,n,/ˈweðər/,天气,1,高频|高考,The weather is nice.
weave,v,/wiːv/,编织,4,高频|六级,She weaves beautiful baskets.
wedding,n,/ˈwedɪŋ/,婚礼,3,高频|四级,The wedding was beautiful.
Wednesday,n,/ˈwenzdeɪ/,星期三,1,高频|高考,Today is Wednesday.
weed,n/v,/wiːd/,杂草,3,高频|四级,Remove the weeds.
week,n,/wiːk/,周,1,高频|高考,See you next week.
weekday,n,/ˈwiːkdeɪ/,工作日,2,高频|四级,We work on weekdays.
weekend,n,/ˈwiːkend/,周末,1,高频|高考,Have a nice weekend.
weekly,adj/adv,/ˈwiːkli/,每周的,3,高频|四级,We have weekly meetings.
weep,v,/wiːp/,哭泣,4,高频|六级,She wept for joy.
weigh,v,/weɪ/,称重,3,高频|四级,Weigh the package.
weight,n,/weɪt/,重量,3,高频|四级,Lose some weight.
welcome,v/n/adj,/ˈwelkəm/,欢迎,1,高频|高考,Welcome to China!
weld,v,/weld/,焊接,5,高频|六级,Weld the metal pieces.
welfare,n,/ˈwelfeər/,福利,4,高频|六级,Social welfare is important.
well,adv/adj/n,/wel/,好,1,高频|高考,She sings well.
west,n/adj,/west/,西方,2,高频|四级,The sun sets in the west.
western,adj,/ˈwestərn/,西方的,3,高频|四级,Western culture.
wet,adj/v,/wet/,湿的,2,高频|四级,The clothes are wet.
whale,n,/weɪl/,鲸鱼,3,高频|四级,The whale is huge.
what,pron/adj,/wɒt/,什么,1,高频|高考,What is this?
whatever,pron/adj,/wɒtˈevər/,无论什么,3,高频|四级,Whatever you want.
wheat,n,/wiːt/,小麦,3,高频|四级,Wheat grows in the field.
wheel,n/v,/wiːl/,轮子,2,高频|四级,The wheel is round.
wheelchair,n,/ˈwiːltʃeər/,轮椅,4,高频|六级,He uses a wheelchair.
when,adv/conj,/wen/,什么时候,1,高频|高考,When did you come?
whenever,conj,/wenˈevər/,每当,3,高频|四级,Come whenever you like.
where,adv,/weər/,哪里,1,高频|高考,Where are you?
whereabouts,n,/ˈweərəbaʊts/,下落,5,高频|六级,His whereabouts are unknown.
whereas,conj,/weərˈæz/,然而、然而,4,高频,She is happy  whereas he is sad.
whereby,adv,/weərˈbaɪ/,凭此,5,高频|六级,The system whereby we work.
wherever,adv,/weərˈevər/,无论哪里,3,高频|四级,Wherever you go.
whether,conj,/ˈweðər/,是否,2,高频|四级,I don't know whether to go.
which,pron/adj,/wɪtʃ/,哪一个,1,高频|高考,Which book do you want?
whichever,pron,/wɪtʃˈevər/,无论哪个,4,高频|六级,Choose whichever you like.
while,n/conj,/waɪl/,一会儿,1,高频|高考,Wait a while.
whip,n/v,/wɪp/,鞭子、鞭子、鞭打,4,高频|六级,The wind whipped the trees.
whirl,v/n,/wɜːrl/,旋转,5,高频|六级,The leaves whirled in the wind.
whisper,v/n,/ˈwɪspər/,低语,3,高频|四级,She whispered in my ear.
whistle,n/v,/ˈwɪsl/,口哨,3,高频|四级,He whistled a tune.
white,adj/n,/waɪt/,白色的,1,高频|高考,The wall is white.
who,pron,/huː/,谁,1,高频|高考,Who is that?
whoever,pron,/huːˈevər/,无论谁,3,高频|四级,Whoever wins will be celebrated.
whole,adj/n,/hoʊl/,整个的,2,高频|四级,The whole world.
wholly,adv,/ˈhoʊlli/,完全地,5,高频|六级,I'm wholly convinced.
whom,pron,/huːm/,谁(宾格),3,高频|四级,To whom did you speak?
whose,pron,/huːz/,谁的,2,高频|四级,Whose book is this?
why,adv,/waɪ/,为什么,1,高频|高考,Why did you do that?
wicked,adj,/ˈwɪkɪd/,邪恶的,5,高频|六级,The wicked witch.
wide,adj,/waɪd/,宽的,2,高频|四级,The road is wide.
widen,v,/ˈwaɪdn/,加宽,4,高频|六级,Widen the road.
widespread,adj,/ˈwaɪdspred/,广泛的,5,高频|六级,The disease is widespread.
widow,n,/ˈwɪdoʊ/,寡妇,4,高频|六级,She is a widow.
width,n,/wɪdθ/,宽度,4,高频|六级,Measure the width.
wife,n,/waɪf/,妻子,1,高频|高考,His wife is a doctor.
wig,n,/wɪɡ/,假发,4,高频|六级,She wears a wig.
wild,adj,/waɪld/,野生的,3,高频|四级,Wild animals live in the forest.
wildlife,n,/ˈwaɪldlaɪf/,野生动物,4,高频|六级,Protect the wildlife.
will,v/aux/n,/wɪl/,将,1,高频|高考,Will you come?
willing,adj,/ˈwɪlɪŋ/,愿意的,3,高频|四级,She is willing to help.
win,v/n,/wɪn/,赢,1,高频|高考,We won the game.
wind,n/v,/wɪnd/,风,2,高频|四级,The wind is strong.
windmill,n,/ˈwɪndmɪl/,风车,4,高频|六级,The windmill turned slowly.
window,n,/ˈwɪndoʊ/,窗户,1,高频|高考,Open the window.
wine,n/v,/waɪn/,葡萄酒,2,高频|四级,Drink some wine.
wing,n,v,/wɪŋ/、/wɪŋ/、翅膀,3,高频|四级,The bird spread its wings.
wink,v/n,/wɪŋk/,眨眼,4,高频|六级,He winked at me.
winner,n,/ˈwɪnər/,获胜者,3,高频|四级,The winner gets a prize.
winter,n,/ˈwɪntər/,冬天,1,高频|高考,It's cold in winter.
wipe,v,/waɪp/,擦,3,高频|四级,Wipe the table clean.
wire,n/v,/ˈwaɪər/,电线,3,高频|四级,Connect the wire.
wireless,adj,/ˈwaɪərləs/,无线的,4,高频|六级,Wireless technology.
wisdom,n,/ˈwɪzdəm/,智慧,4,高频|六级,He is a man of wisdom.
wise,adj,/waɪz/,聪明的,3,高频|四级,That is a wise choice.
wish,n/v,/wɪʃ/,希望,2,高频|四级,I wish you good luck.
wit,n,/wɪt/,机智,5,高频|六级,He is known for his wit.
witch,n,/wɪtʃ/,女巫,3,高频|四级,The witch cast a spell.
with,prep,/wɪð/,和,1,高频|高考,Come with me.
withdraw,v,/wɪðˈdrɔː/,撤回,4,高频|六级,Withdraw money from the bank.
wither,v,/ˈwɪðər/,枯萎,5,高频|六级,The flowers withered.
withhold,v,/wɪðˈhoʊld/,扣留,5,高频|六级,Withhold the information.
within,prep,/wɪˈðɪn/,在...之内,3,高频|四级,Within an hour.
without,prep,/wɪˈðaʊt/,没有、没有,1,高频,Without water  we die.
withstand,v,/wɪðˈstænd/,抵抗,5,高频|六级,Withstand the pressure.
witness,n/v,/ˈwɪtnəs/,目击者,4,高频|六级,She was a witness to the accident.
witty,adj,/ˈwɪti/,机智的,5,高频|六级,He is a witty speaker.
wizard,n,/ˈwɪzərd/,巫师,4,高频|六级,The wizard cast a spell.
woe,n,/woʊ/,悲哀,5,高频|六级,She told a tale of woe.
wolf,n,/wʊlf/,狼,3,高频|四级,The wolf howled.
woman,n,/ˈwʊmən/,女人,1,高频|高考,She is a strong woman.
wonder,n/v,/ˈwʌndər/,奇迹、奇迹、想知道,2,高频|四级,It's a wonder he survived.
wonderful,adj,/ˈwʌndərfl/,极好的,2,高频|四级,We had a wonderful time.
wood,n,/wʊd/,木头,2,高频|四级,The chair is made of wood.
wooden,adj,/ˈwʊdn/,木制的,3,高频|四级,The box is wooden.
wool,n,/wʊl/,羊毛,3,高频|四级,The sweater is made of wool.
word,n/v,/wɜːrd/,单词,1,高频|高考,What does this word mean?
work,n/v,/wɜːrk/,工作,1,高频|高考,Go to work.
worker,n,/ˈwɜːrkər/,工人,2,高频|四级,The workers are on strike.
workforce,n,/ˈwɜːrkfɔːrs/,劳动力,4,高频|六级|商务,The workforce is skilled.
working,adj,/ˈwɜːrkɪŋ/,工作的,2,高频|四级,She has a working knowledge of French.
workman,n,/ˈwɜːrkmən/,工匠,4,高频|六级,The workman is skilled.
workout,n,/ˈwɜːrkaʊt/,锻炼,3,高频|四级,Do a daily workout.
workplace,n,/ˈwɜːrkpleɪs/,工作场所,4,高频|六级,The workplace is friendly.
workshop,n,/ˈwɜːrkʃɒp/,研讨会,4,高频|六级,Attend the workshop.
world,n,/wɜːrld/,世界,1,高频|高考,Travel around the world.
worldwide,adj/adv,/ˌwɜːrldˈwaɪd/,全世界的,3,高频|四级,The product is sold worldwide.
worm,n,v,/wɜːrm/、/wɜːrm/、虫,3,高频|四级,The worm crawled.
worn,adj,/wɔːrn/,用旧的,3,高频|四级,The book is worn.
worried,adj,/ˈwʌrid/,担心的,2,高频|四级,Don't be worried.
worry,n/v,/ˈwʌri/,担心,2,高频|四级,Don't worry.
worse,adj/adv,/wɜːrs/,更糟,2,高频|四级,The weather got worse.
worship,n/v,/ˈwɜːrʃɪp/,崇拜,4,高频|六级,They worship at the temple.
worst,adj/n,/wɜːrst/,最坏的,2,高频|四级,The worst is over.
worth,adj/n,/wɜːrθ/,值得,2,高频|四级,The book is worth reading.
worthless,adj,/ˈwɜːrθləs/,无价值的,4,高频|六级,Don't feel worthless.
worthwhile,adj,/ˌwɜːrθˈwaɪl/,值得的,4,高频|六级,It's a worthwhile effort.
worthy,adj,/ˈwɜːrði/,值得的,4,高频|六级,He is a worthy opponent.
would,v/aux,/wʊd/,会,1,高频|高考,Would you like tea?
wound,n/v,/wuːnd/,伤口,3,高频|四级,He has a deep wound.
wow,int/v,/waʊ/,哇、哇,2,高频,Wow  that's amazing!
wrap,v/ræp/,/ræp/,包裹,3,高频|四级,Wrap the gift.
wrapper,n,/ˈræpər/,包装纸,3,高频|四级,Throw away the wrapper.
wrath,n,/ræθ/,愤怒,5,高频|六级,The wrath of the people.
wreath,n,/riːθ/,花圈,4,高频|六级,They laid a wreath at the memorial.
wreck,n/v,/rek/,残骸,4,高频|六级,The car was a wreck.
wrench,n/v,/rentʃ/,扳手,4,高频|六级,Use a wrench to tighten the bolt.
wrestle,v,/ˈresl/,摔跤,4,高频|六级,He wrestled with the problem.
wretch,n,/retʃ/,可怜的人,5,高频|六级,The poor wretch.
wretched,adj,/ˈretʃɪd/,悲惨的,5,高频|六级,He lives in wretched conditions.
wring,v,/rɪŋ/,拧,5,高频|六级,Wring out the wet clothes.
wrinkle,n/v,/ˈrɪŋkl/,皱纹,4,高频|六级,She has wrinkles around her eyes.
wrist,n,/rɪst/,手腕,3,高频|四级,He hurt his wrist.
write,v,/raɪt/,写,1,高频|高考,Write a letter.
writer,n,/ˈraɪtər/,作者,3,高频|四级,She is a famous writer.
writing,n,/ˈraɪtɪŋ/,写作,2,高频|四级,Practice writing every day.
wrong,adj/adv/n,/rɒŋ/,错误的,1,高频|高考,The answer is wrong.
X-ray,n,/ˈeks reɪ/,X射线,4,高频|六级,The X-ray showed no fractures.
yacht,n,/jɒt/,游艇,5,高频|六级,They sailed on a yacht.
yam,n,/jæm/,山药,3,高频|四级,She baked a yam.
yard,n,/jɑːrd/,院子,2,高频|四级,The yard is green.
yarn,n,/jɑːrn/,纱,3,高频|四级,She knit with yarn.
yawn,v/n,/jɔːn/,打哈欠,3,高频|四级,He yawned loudly.
yeah,adv,/jeə/,是的、是的,1,高频,Yeah  I agree.
year,n,/jɪər/,年,1,高频|高考,Happy New Year!
yearly,adj/adv,/ˈjɪərli/,每年的,3,高频|四级,We have a yearly meeting.
yearn,v,/jɜːrn/,渴望,5,高频|六级,She yearned for home.
yell,v/n,/jel/,叫喊,3,高频|四级,Don't yell at me.
yellow,adj/n,/ˈjeloʊ/,黄色的,1,高频|高考,The sun is yellow.
yes,adv,/jes/,是的、是的,1,高频,Yes  I will.
yesterday,adv/n,/ˈjestərdeɪ/,昨天,1,高频|高考,See you yesterday?
yet,adv,/jet/,还,1,高频|高考,He hasn't come yet.
yield,v/n,/jiːld/,产生,4,高频|六级,The investment yields high returns.
yoga,n,/ˈjoʊɡə/,瑜伽,3,高频|四级,She practices yoga every day.
yogurt,n,/ˈjɒɡərt/,酸奶,3,高频|四级,Eat yogurt for breakfast.
yolk,n,/joʊk/,蛋黄,3,高频|四级,The yolk is yellow.
you,pron,/juː/,你,1,高频|高考,You are kind.
young,adj,/jʌŋ/,年轻的,1,高频|高考,She is a young girl.
your,pron,/jɔːr/,你的,1,高频|高考,Your book is here.
